Current Attendence Sheet Data of SUP32613  |  All Type


-,2019-07-29-16:00:00-Lect-2H-ng,2019-07-31-13:00:00-Lect-1H-ng,2019-08-05-16:00:00-Lect-2H-ng,2019-08-07-13:00:00-Lect-1H-ng,2019-08-19-16:00:00-Lect-2H-ng,2019-09-19-08:00:00-Lect-2H-ng,2019-12-09-16:00:00-Lect-2H-ng,2019-12-16-16:00:00-Lect-2H-ng,2019-12-18-13:00:00-Lect-1H-ng,2019-12-23-16:00:00-Lect-2H-ng,2019-12-30-16:00:00-Lect-2H-ng,2020-01-01-13:00:00-Lect-1H-ng,2020-01-06-16:00:00-Lect-2H-ng,2020-01-07-16:00:00-Lect-2H-ng,2020-01-13-16:00:00-Lect-2H-ng,2020-01-20-16:00:00-Lect-2H-ng,2020-01-23-13:00:00-Lect-2H-ng,2020-01-27-16:00:00-Lect-2H-ng,2020-01-29-13:00:00-Lect-1H-ng,2020-02-03-16:00:00-Lect-2H-ng,2020-02-05-13:00:00-Lect-1H-ng,2020-02-06-14:00:00-Lect-2H-ng,2020-02-12-13:00:00-Lect-1H-ng,%
HS/2016/15734,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,41 %,
HS/2016/15735,M,M,1,M,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,82 %,
HS/2016/15736,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2016/15739,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15740,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,54 %,
HS/2016/15741,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,54 %,
HS/2016/15743,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15744,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2016/15750,0,0,0,0,0,1,0,0,0,1,M,0,0,M,1,1,1,1,1,1,1,1,1,59 %,
HS/2016/15752,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,82 %,
HS/2016/15753,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,92 %,
HS/2016/15760,M,M,1,M,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,90 %,
HS/2016/15761,M,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,95 %,
HS/2016/15762,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15764,M,M,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,85 %,
HS/2016/15765,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,82 %,
HS/2016/15766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5 %,
HS/2016/15768,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15770,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/15772,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15775,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,82 %,
HS/2016/15776,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,85 %,
HS/2016/15778,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2016/15779,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15780,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/15782,E,1,1,1,1,M,1,1,M,1,1,1,1,1,M,1,1,1,1,1,1,1,1,100 %,
HS/2016/15785,M,M,M,M,M,M,M,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2016/15786,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2016/15788,0,0,1,1,1,M,M,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,87 %,
HS/2016/15790,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,90 %,
HS/2016/15791,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15794,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,82 %,
HS/2016/15795,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/15797,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2016/15798,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/15799,M,M,M,M,1,M,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,95 %,
HS/2016/15803,M,M,M,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,85 %,
HS/2016/15805,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,82 %,
HS/2016/15806,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15809,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15810,1,1,E,E,1,1,E,1,1,1,1,1,1,1,1,1,E,1,1,1,1,1,1,100 %,
HS/2016/15811,M,M,1,1,1,M,M,1,1,1,1,0,1,1,1,1,M,1,1,1,1,1,0,95 %,
HS/2016/15812,0,0,1,1,M,M,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/15813,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2016/15814,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/15815,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,87 %,
HS/2016/15816,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/15818,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,54 %,
HS/2016/15820,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,85 %,
HS/2016/15822,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15823,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,85 %,
HS/2016/15827,M,M,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2016/15829,M,M,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15830,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,92 %,
HS/2016/15832,M,M,1,1,1,1,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2016/15833,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,79 %,
HS/2016/15834,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,87 %,
HS/2016/15835,M,M,1,1,1,0,M,1,M,M,1,1,1,0,1,1,1,1,1,1,1,1,1,90 %,
HS/2016/15837,M,M,M,1,1,M,M,M,1,1,M,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2016/15838,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15840,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15843,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15844,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15845,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2016/15849,M,M,1,M,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/15850,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,54 %,
HS/2016/15851,1,0,M,1,1,1,1,1,1,1,M,1,M,1,1,1,1,1,1,1,1,1,1,97 %,
HS/2016/15852,M,M,1,1,1,M,M,1,1,1,1,0,1,1,1,1,M,1,1,1,1,1,0,95 %,
HS/2016/15854,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15856,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15858,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/15862,M,M,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15863,0,0,1,1,1,E,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,87 %,
HS/2016/15864,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/15866,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/15867,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15868,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2016/15870,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,87 %,
HS/2016/15871,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,54 %,
HS/2016/15872,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15873,M,M,M,1,1,M,M,M,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,90 %,
HS/2016/15874,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,54 %,
HS/2016/15875,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/15876,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,64 %,
HS/2016/15877,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15878,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15880,M,M,1,E,1,E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2016/15882,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15883,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2016/15884,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,87 %,
HS/2016/15887,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2016/15888,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,44 %,
HS/2016/15893,0,0,M,1,1,1,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15894,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,90 %,
HS/2016/15895,0,M,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15896,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,54 %,
HS/2016/15897,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/15899,M,M,1,1,1,1,1,1,1,M,1,1,1,M,1,1,M,1,1,1,1,1,0,97 %,
HS/2016/15900,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15902,1,1,1,1,1,1,1,1,M,1,M,1,1,1,M,M,M,1,1,1,1,1,1,100 %,
HS/2016/15903,M,M,1,1,1,0,1,1,1,1,1,1,1,1,0,1,M,M,1,1,1,0,1,85 %,
HS/2016/15904,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15905,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,77 %,
HS/2016/15907,M,M,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/15908,M,M,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,87 %,
HS/2016/15909,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,54 %,
HS/2016/15913,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15914,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/15917,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,82 %,
HS/2016/15920,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15923,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/15927,0,0,0,0,0,1,0,0,0,1,M,0,M,M,1,1,1,1,1,1,1,1,1,64 %,
HS/2016/15929,M,1,1,1,M,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2016/15930,E,M,1,1,M,M,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2016/15931,1,0,1,0,1,1,M,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/15932,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2016/15933,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,85 %,
HS/2016/15938,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,87 %,
HS/2016/15939,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,54 %,
HS/2016/15940,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15941,1,1,1,1,1,E,1,E,1,1,1,1,1,1,1,1,1,M,1,1,1,1,1,100 %,
HS/2016/15942,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15944,0,0,M,M,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,82 %,
HS/2016/15946,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15947,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15948,M,M,1,M,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,82 %,
HS/2016/15949,M,M,M,M,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2016/15950,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,54 %,
HS/2016/15951,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/15954,M,M,1,M,1,M,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,85 %,
HS/2016/15956,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/15957,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,92 %,
HS/2016/15958,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,85 %,
HS/2016/15959,M,M,1,M,1,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2016/15960,M,M,M,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2016/15961,M,M,1,M,M,M,1,1,1,1,1,M,1,M,M,1,M,0,1,0,0,0,1,82 %,
HS/2016/15962,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15963,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/15964,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15965,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,54 %,
HS/2016/15967,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,69 %,
HS/2016/15968,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,85 %,
HS/2016/15969,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/15971,0,0,0,1,1,1,0,1,1,1,M,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/15972,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2016/15973,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,85 %,
HS/2016/15974,0,0,1,1,M,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15975,M,M,1,1,1,M,M,1,1,1,1,0,1,1,1,1,M,1,1,1,1,1,1,97 %,
HS/2016/15976,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15979,M,M,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15980,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,85 %,
HS/2016/15981,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/15983,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,90 %,
HS/2016/15984,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,54 %,
HS/2016/15985,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,90 %,
HS/2016/15988,M,M,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/15989,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,85 %,
HS/2016/15994,M,M,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2016/15997,M,M,M,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2016/15998,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,85 %,
HS/2016/16000,M,M,1,1,1,0,1,1,1,1,1,1,1,1,1,1,M,1,1,M,1,1,1,95 %,
HS/2016/16001,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,90 %,
HS/2016/16002,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,67 %,
HS/2016/16003,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,90 %,
HS/2016/16004,0,1,0,0,0,1,0,0,0,1,M,M,1,M,1,1,1,1,1,1,1,1,1,69 %,
HS/2016/16005,0,0,1,1,M,M,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,85 %,
HS/2016/16006,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/16010,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/16011,M,M,1,M,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,87 %,
HS/2016/16012,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,82 %,
HS/2016/16014,M,M,M,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,90 %,
HS/2016/16015,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/16017,M,M,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/16023,E,E,E,E,E,1,E,E,E,1,E,0,0,1,1,1,1,1,1,0,1,1,1,87 %,
HS/2016/16025,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,72 %,
HS/2016/16026,0,0,M,M,1,1,M,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,72 %,
HS/2016/16027,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/16030,E,E,1,E,1,0,E,1,1,1,1,E,1,1,1,1,1,E,1,1,1,1,1,95 %,
HS/2016/16032,M,M,E,1,E,E,E,1,1,E,E,1,1,1,E,1,0,1,1,0,1,0,1,85 %,
HS/2016/16036,1,1,1,1,1,1,E,1,1,E,1,1,1,1,1,1,E,1,1,1,E,1,1,100 %,
HS/2016/16038,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,82 %,
HS/2016/16040,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/16044,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,82 %,
HS/2016/16048,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,90 %,
HS/2016/16051,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/16056,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/16058,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95 %,
HS/2016/16059,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/16060,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,62 %,
HS/2016/16061,E,E,E,E,E,1,E,E,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/16064,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,85 %,
HS/2016/16065,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/16066,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/16071,M,M,1,M,1,E,E,1,0,1,1,1,1,1,1,1,E,1,1,1,1,1,1,97 %,
HS/2016/16073,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,82 %,
HS/2016/16074,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,82 %,
